SCONTRINO_ID,COD_MKT_ID
2558064013079,2008
2558064013079,2551
2558064013079,2729
2558064013079,4604
2558064013079,4831
2558064013079,5049
2558064013079,6172
2558064013080,445
2558064013080,1423
2558064013080,1639
2558064013080,3074
2558064013080,3087
2558064013080,4775
2558064013082,1209
2558064013082,1260
2558064013082,2065
2558064013082,2551
2558064013082,3074
2558064013082,3000312
2558064013083,178
2558064013083,441
2558064013083,567
2558064013083,622
2558064013083,920
2558064013083,2050
2558064013083,3087
2558064013083,3448
2558064013084,661
2558064013084,2058
2558064013084,2443
2558064013084,2762
2558064013084,3086
2558064013084,3739
2558064013084,4023
2558064013085,2043
2558064013086,142
2558064013086,384
2558064013086,393
2558064013086,439
2558064013086,1100
2558064013086,2013
2558064013086,2650
2558064013086,3087
2558064013086,3682
2558064013086,4141
2558064013086,4430
2558064013087,437
2558064013087,1154
2558064013087,2235
2558064013088,142
2558064013088,207
2558064013088,221
2558064013088,385
2558064013088,445
2558064013088,920
2558064013088,1472
2558064013088,1579
2558064013088,1658
2558064013088,1661
2558064013088,2058
2558064013088,2246
2558064013088,2415
2558064013088,2514
2558064013088,2650
2558064013088,2729
2558064013088,3715
2558064013088,3750
2558064013088,4003
2558064013088,4621
2558064013088,5019
2558064013088,5087
2558064013088,3000401
2558064013089,920
2558064013089,1661
2558064013089,2057
2558064013089,2490
2558064013089,2650
2558064013089,4775
2558064013090,559
2558064013090,644
2558064013090,666
2558064013090,1673
2558064013090,2650
2558064013090,3690
2558064013090,4428
2558064013090,6172
2558064013091,597
2558064013091,599
2558064013091,615
2558064013091,624
2558064013091,1278
2558064013091,1579
2558064013091,2243
2558064013091,3690
2558064013091,4435
2558064013092,218
2558064013092,2052
2558064013092,2495
2558064013092,3087
2558064013092,3750
2558064013092,3807
2558064013092,6172
2558064013093,216
2558064013093,390
2558064013093,605
2558064013093,1099
2558064013093,1209
2558064013093,1274
2558064013093,1532
2558064013093,1640
2558064013093,1661
2558064013093,2023
2558064013093,2443
2558064013093,4435
2558064013093,4465
2558064013093,4601
2558064013093,4847
2558064013094,4807
2558064013095,920
2558064013095,923
2558064013095,2194
2558064013095,2650
2558064013095,3686
2558064013096,597
2558064013096,2181
2558064013096,5028
2558064013096,5077
2558064013096,5086
2558064013097,393
2558064013097,445
2558064013097,2052
2558064013097,3448
2558064013098,1490
2558064013098,4832
2558064013099,140
2558064013099,396
2558064013099,656
2558064013099,2025
2558064013099,2073
2558064013099,2650
2558064013099,2729
2558064013099,3750
2558064013099,4049
2558064013099,4462
2558064013099,6172
2558064013100,920
2558064013100,2242
2558064013100,2243
2558064013100,2532
2558064013100,2551
2558064013100,2556
2558064013100,2731
2558064013100,3449
2558064013100,3690
2558064013100,4041
2558064013100,4092
2558064013100,4094
2558064013101,435
2558064013101,923
2558064013101,2065
2558064013101,2490
2558064013101,2530
2558064013101,2650
2558064013101,3087
2558064013101,3458
2558064013101,3000174
2558064013102,384
2558064013102,437
2558064013102,574
2558064013102,617
2558064013102,3087
2558064013102,3739
2558064013102,4055
2558064013102,4391
2558064013102,4435
2558064013102,4618
2558064013102,4623
2558064013103,445
2558064013103,622
2558064013103,1240
2558064013103,1257
2558064013103,1423
2558064013103,1484
2558064013103,2243
2558064013103,2650
2558064013103,2729
2558064013103,3087
2558064013103,4094
2558064013103,5084
2558064013103,5086
2558064013104,445
2558064013104,920
2558064013104,2067
2558064013104,2294
2558064013104,4461
2558064013104,4600
2558064013104,5024
2558064013105,446
2558064013105,1214
2558064013105,2650
2558064013105,2762
2558064013105,6172
2558064013106,140
2558064013106,445
2558064013106,617
2558064013106,1658
2558064013106,2242
2558064013106,2650
2558064013106,3451
2558064013106,3747
2558064013106,4051
2558064013106,4182
2558064013106,4804
2558064013107,445
2558064013107,2058
2558064013107,2650
2558064013107,2762
2558064013107,4182
2558064013107,5087
2558064013107,6172
2558064013108,140
2558064013108,1090
2558064013108,2130
2558064013108,2556
2558064013108,2650
2558064013108,3663
2558064013109,437
2558064013109,563
2558064013109,640
2558064013109,920
2558064013109,1090
2558064013109,1101
2558064013109,1102
2558064013109,1274
2558064013109,1277
2558064013109,1280
2558064013109,1281
2558064013109,1425
2558064013109,2065
2558064013109,2089
2558064013109,2181
2558064013109,2193
2558064013109,2443
2558064013109,2483
2558064013109,2499
2558064013109,2506
2558064013109,2528
2558064013109,2532
2558064013109,2540
2558064013109,2541
2558064013109,2548
2558064013109,3087
2558064013109,3672
2558064013109,4097
2558064013109,4642
2558064013109,4655
2558064013109,3000416
2558064013109,3000442
2558064013110,179
2558064013110,569
2558064013110,626
2558064013110,2079
2558064013110,2499
2558064013110,2518
2558064013110,3458
2558064013110,4435
2558064013111,560
2558064013111,626
2558064013112,920
2558064013112,1425
2558064013112,2057
2558064013112,2200
2558064013112,2650
2558064013112,4044
2558064013112,6172
2558064013113,492
2558064013114,1172
2558064013114,1580
2558064013114,1615
2558064013114,2067
2558064013114,2181
2558064013114,2443
2558064013114,2463
2558064013114,2727
2558064013114,2762
2558064013114,3448
2558064013114,3458
2558064013114,3686
2558064013114,3739
2558064013114,4129
2558064013114,4600
2558064013114,4658
2558064013114,4776
2558064013114,3000442
2558064013115,1640
2558064013115,2194
2558064013115,3739
2558064013115,4655
2558064013116,615
2558064013116,920
2558064013116,1140
2558064013116,1579
2558064013116,2074
2558064013116,2089
2558064013116,2097
2558064013116,2193
2558064013116,2495
2558064013116,2499
2558064013116,2518
2558064013116,2532
2558064013116,2548
2558064013116,2729
2558064013116,3087
2558064013116,3672
2558064013116,3739
2558064013116,4600
2558064013116,4642
2558064013117,1090
2558064013117,2050
2558064013117,2130
2558064013117,2495
2558064013117,2514
2558064013117,3664
2558064013117,6172
2558064013118,140
2558064013118,163
2558064013118,445
2558064013118,2070
2558064013118,2405
2558064013118,2469
2558064013118,2515
2558064013118,4404
2558064013118,4610
2558064013118,3000401
2558064013119,252
2558064013119,614
2558064013119,2016
2558064013119,2065
2558064013119,2650
2558064013119,4445
2558064013120,223
2558064013120,923
2558064013120,1257
2558064013120,1273
2558064013120,1579
2558064013120,2130
2558064013120,2242
2558064013120,2443
2558064013120,4600
2558064013120,4658
2558064013121,445
2558064013121,920
2558064013121,2499
2558064013121,2556
2558064013122,1122
2558064013122,2080
2558064013123,923
2558064013123,2443
2558064013123,2498
2558064013123,2541
2558064013123,2762
2558064013123,3086
2558064013123,3672
2558064013123,4117
2558064013123,4421
2558064013123,4423
2558064013124,1190
2558064013124,1192
2558064013124,1712
2558064013124,6172
2558064013126,384
2558064013126,445
2558064013126,560
2558064013126,626
2558064013126,920
2558064013126,1240
2558064013126,1273
2558064013126,1579
2558064013126,1580
2558064013126,1653
2558064013126,1669
2558064013126,2065
2558064013126,2085
2558064013126,2494
2558064013126,2727
2558064013126,2729
2558064013126,3449
2558064013126,3686
2558064013126,4044
2558064013126,4106
2558064013126,4391
2558064013127,1258
2558064013127,2650
2558064013128,2058
2558064013128,2085
2558064013130,145
2558064013130,1393
2558064013130,2515
2558064013131,496
2558064013131,499
2558064013131,644
2558064013131,920
2558064013131,3448
2558064013131,4862
2558064013132,920
2558064013132,1483
2558064013132,1711
2558064013132,2025
2558064013132,2080
2558064013132,2443
2558064013132,2499
2558064013132,2504
2558064013132,2729
2558064013132,4182
2558064013132,4655
2558064013132,5016
2558064013132,5072
2558064013133,618
2558064013133,644
2558064013133,1108
2558064013133,1579
2558064013133,1580
2558064013133,2065
2558064013133,2130
2558064013133,2550
2558064013133,3670
2558064013134,175
2558064013134,2736
2558064013135,1094
2558064013135,1203
2558064013135,1614
2558064013135,2244
2558064013135,2650
2558064013135,5041
2558064013135,5072
2558064013135,5700
2558064013136,2067
2558064013137,2085
2558064013138,445
2558064013138,920
2558064013138,2052
2558064013138,2443
2558064013138,2556
2558064013138,4658
2558064013139,385
2558064013139,700
2558064013139,1151
2558064013139,1188
2558064013139,2070
2558064013139,4271
2558064013139,4623
2558064013140,385
2558064013140,2729
2558064013140,3445
2558064013140,3452
2558064013140,6172
2558064013141,597
2558064013141,599
2558064013141,603
2558064013141,2650
2558064013142,445
2558064013143,441
2558064013143,2050
2558064013143,2650
2558064013143,4455
2558064013144,923
2558064013144,2443
2558064013144,2650
2558064013144,6172
2558064013145,393
2558064013145,1090
2558064013145,1214
2558064013145,1459
2558064013145,1460
2558064013145,2050
2558064013145,2498
2558064013145,2499
2558064013145,2540
2558064013145,3678
2558064013145,4621
2558064013145,4658
2558064013145,4775
2558064013146,3919
2558064013147,1711
2558064013147,4807
2558064013148,445
2558064013148,4045
2558064013148,4658
2558064013148,6172
2558064013149,441
2558064013149,1425
2558064013149,1639
2558064013149,1640
2558064013149,2050
2558064013149,2080
2558064013149,2445
2558064013149,2523
2558064013149,2650
2558064013149,2733
2558064013149,4100
2558064013149,4130
2558064013150,226
2558064013150,445
2558064013150,920
2558064013150,1094
2558064013150,2193
2558064013150,2243
2558064013150,3451
2558064013150,3664
2558064013150,4003
2558064013150,6172
2558064013151,207
2558064013151,233
2558064013151,396
2558064013151,437
2558064013151,445
2558064013151,559
2558064013151,605
2558064013151,644
2558064013151,699
2558064013151,1463
2558064013151,1531
2558064013151,2024
2558064013151,2050
2558064013151,2650
2558064013151,4163
2558064013151,4619
2558064013151,4621
2558064013151,6172
2558064013152,215
2558064013152,480
2558064013152,2514
2558064013152,2650
2558064013152,3087
2558064013153,2727
2558064013154,505
2558064013154,566
2558064013154,588
2558064013154,597
2558064013154,607
2558064013154,629
2558064013154,632
2558064013154,2058
2558064013154,2727
2558064013154,2729
2558064013154,2731
2558064013154,4003
2558064013154,4126
2558064013154,4228
2558064013155,2066
2558064013155,2137
2558064013155,3449
2558064013155,6172
2558064013156,567
2558064013156,1658
2558064013156,2065
2558064013156,2243
2558064013156,2532
2558064013156,2762
2558064013156,3087
2558064013156,3655
2558064013156,3672
2558064013156,4235
2558064013156,4315
2558064013156,4770
2558064013156,4774
2558064013157,172
2558064013157,609
2558064013157,920
2558064013157,2050
2558064013157,2194
2558064013157,2494
2558064013157,2652
2558064013157,2699
2558064013157,2707
2558064013157,4009
2558064013157,4623
2558064013158,233
2558064013158,446
2558064013158,488
2558064013158,1100
2558064013158,1161
2558064013158,1203
2558064013158,1274
2558064013158,1275
2558064013158,1467
2558064013158,1468
2558064013158,1528
2558064013158,1532
2558064013158,2052
2558064013158,2089
2558064013158,2729
2558064013158,3750
2558064013158,4047
2558064013158,4223
2558064013158,4227
2558064013158,4623
2558064013158,5660
2558064013159,2024
2558064013159,2074
2558064013159,2510
2558064013159,2762
2558064013159,3087
2558064013159,3663
2558064013159,4821
2558064013160,2013
2558064013160,2017
2558064013160,2242
2558064013160,4321
2558064013160,3000121
2558064013161,140
2558064013161,148
2558064013161,219
2558064013161,494
2558064013161,608
2558064013161,1096
2558064013161,1254
2558064013161,1430
2558064013161,1490
2558064013161,1546
2558064013161,1640
2558064013161,1714
2558064013161,2085
2558064013161,2242
2558064013161,4233
2558064013161,4801
2558064013161,6172
2558064013162,140
2558064013162,141
2558064013162,496
2558064013162,1459
2558064013162,2012
2558064013162,2241
2558064013162,2550
2558064013162,4023
2558064013162,4221
2558064013162,3000401
2558064013163,2515
2558064013163,2762
2558064013163,4117
2558064013163,4847
2558064013164,217
2558064013164,3664
2558064013164,4658
2558064013164,5028
2558064013165,1138
2558064013165,2513
2558064013165,3445
2558064013165,3664
2558064013165,4445
2558064013166,214
2558064013166,215
2558064013166,1274
2558064013166,1472
2558064013166,1658
2558064013166,2065
2558064013166,2109
2558064013166,2194
2558064013166,3446
2558064013166,3668
2558064013166,4003
2558064013166,4343
2558064013166,4642
2558064013166,4665
2558064013167,140
2558064013167,3458
2558064013168,560
2558064013168,920
2558064013168,2032
2558064013168,2069
2558064013168,2089
2558064013168,2443
2558064013168,2518
2558064013168,3807
2558064013168,4176
2558064013169,140
2558064013169,209
2558064013169,216
2558064013169,476
2558064013169,495
2558064013169,1545
2558064013169,1670
2558064013169,2089
2558064013169,2241
2558064013169,4136
2558064013169,6172
2558064013169,3000401
2558064013170,1094
2558064013170,3750
2558064013170,3000430
2558064013171,561
2558064013171,2061
2558064013171,2443
2558064013171,2524
2558064013171,2762
2558064013171,3087
2558064013171,3619
2558064013171,4623
2558064013171,4643
2558064013171,3000442
2558064013172,2518
2558064013173,445
2558064013173,2065
2558064013173,2137
2558064013173,2140
2558064013173,2143
2558064013173,2144
2558064013173,2495
2558064013173,2504
2558064013173,2650
2558064013173,3672
2558064013173,4332
2558064013173,4333
2558064013173,4335
2558064013173,4435
2558064013173,4844
2558064013174,445
2558064013174,583
2558064013174,920
2558064013174,923
2558064013174,2096
2558064013174,2498
2558064013174,2499
2558064013174,2523
2558064013174,3451
2558064013174,4655
2558064013174,4661
2558064013174,4801
2558064013175,140
2558064013175,445
2558064013175,1162
2558064013175,1580
2558064013175,1661
2558064013175,1673
2558064013175,2013
2558064013175,2089
2558064013175,2245
2558064013175,2506
2558064013175,4003
2558064013175,4233
2558064013175,4774
2558064013175,3000358
2558064013176,1614
2558064013176,2490
2558064013176,3087
2558064013176,4037
2558064013177,2075
2558064013177,2762
2558064013177,3976
2558064013177,4051
2558064013178,143
2558064013178,175
2558064013178,445
2558064013178,563
2558064013178,958
2558064013178,1257
2558064013178,1258
2558064013178,1284
2558064013178,1428
2558064013178,1477
2558064013178,1640
2558064013178,2024
2558064013178,2052
2558064013178,2095
2558064013178,2194
2558064013178,2245
2558064013178,2550
2558064013178,2650
2558064013178,2762
2558064013178,3087
2558064013178,4182
2558064013178,4228
2558064013178,4332
2558064013178,5072
2558064013179,1398
2558064013179,2246
2558064013179,2294
2558064013179,2729
2558064013179,3458
2558064013179,3672
2558064013179,4003
2558064013179,4041
2558064013180,1140
2558064013180,2442
2558064013180,2443
2558064013180,2530
2558064013180,4047
2558064013180,4051
2558064013180,4094
2558064013180,4109
2558064013181,923
2558064013181,2023
2558064013181,2052
2558064013181,2194
2558064013181,3448
2558064013181,4049
2558064013181,4187
2558064013181,4435
2558064013182,559
2558064013182,699
2558064013182,2069
2558064013182,2245
2558064013182,4817
2558064013183,445
2558064013183,615
2558064013183,1278
2558064013183,2243
2558064013183,3087
2558064013183,3750
2558064013183,3780
2558064013183,6172
2558064013184,437
2558064013184,920
2558064013184,2530
2558064013184,2665
2558064013184,3663
2558064013185,445
2558064013185,920
2558064013185,1714
2558064013185,2065
2558064013185,2085
2558064013185,2109
2558064013185,2241
2558064013185,3450
2558064013185,3750
2558064013185,4003
2558064013185,4332
2558064013185,4658
2558064013186,467
2558064013186,920
2558064013186,1136
2558064013186,1614
2558064013186,2523
2558064013186,2528
2558064013186,4186
2558064013186,4233
2558064013186,3000412
2558064013187,140
2558064013187,3739
2558064013187,4003
2558064013188,387
2558064013188,388
2558064013188,393
2558064013188,445
2558064013188,1419
2558064013188,1428
2558064013188,1429
2558064013188,2650
2558064013188,4315
2558064013189,2762
2558064013190,140
2558064013190,142
2558064013190,232
2558064013190,393
2558064013191,445
2558064013191,2017
2558064013191,2650
2558064013192,445
2558064013192,446
2558064013192,2443
2558064013192,2494
2558064013192,2502
2558064013192,2650
2558064013192,4180
2558064013192,4187
2558064013192,5072
2558064013193,2058
2558064013193,2530
2558064013193,2550
2558064013193,2650
2558064013193,3074
2558064013193,3715
2558064013193,4047
2558064013193,4661
2558064013194,396
2558064013194,437
2558064013194,1151
2558064013194,2085
2558064013194,2089
2558064013194,2235
2558064013194,2243
2558064013194,2650
2558064013194,3235
2558064013195,178
2558064013195,1266
2558064013195,1463
2558064013195,2058
2558064013195,2085
2558064013195,4031
2558064013195,4430
2558064013195,4583
2558064013196,145
2558064013196,147
2558064013196,162
2558064013196,214
2558064013196,252
2558064013196,920
2558064013196,1214
2558064013196,1281
2558064013196,1282
2558064013196,1425
2558064013196,1471
2558064013196,1614
2558064013196,1661
2558064013196,1673
2558064013196,2650
2558064013196,2727
2558064013196,2729
2558064013196,2762
2558064013196,3087
2558064013196,4003
2558064013196,4228
2558064013196,4658
2558064013196,3000353
2558064013196,3000442
2558064013197,391
2558064013197,445
2558064013197,476
2558064013197,560
2558064013197,1108
2558064013197,1162
2558064013197,2243
2558064013197,3087
2558064013197,4610
2558064013197,3000430
2558064013198,1090
2558064013198,1616
2558064013198,2065
2558064013198,2181
2558064013198,2463
2558064013198,2494
2558064013198,2523
2558064013198,2530
2558064013198,3739
2558064013198,5025
2558064013198,5072
2558064013198,5086
2558064013198,3000442
2558064013199,214
2558064013199,232
2558064013199,437
2558064013199,480
2558064013199,483
2558064013199,569
2558064013199,644
2558064013199,920
2558064013199,1172
2558064013199,1282
2558064013199,1419
2558064013199,1640
2558064013199,1656
2558064013199,1663
2558064013199,1687
2558064013199,2057
2558064013199,2243
2558064013199,2294
2558064013199,2298
2558064013199,3223
2558064013199,3770
2558064013199,4023
2558064013199,4270
2558064013199,4273
2558064013199,3000089
2558064013200,559
2558064013200,1826
2558064013200,2050
2558064013200,2690
2558064013200,6172
2558064013200,3000513
2558064013201,445
2558064013201,569
2558064013201,599
2558064013201,1094
2558064013201,1419
2558064013201,1425
2558064013201,1580
2558064013201,2193
2558064013201,2243
2558064013201,2530
2558064013201,2556
2558064013201,2650
2558064013201,3750
2558064013201,4003
2558064013201,6172
2558064013202,614
2558064013202,644
2558064013202,1210
2558064013202,1508
2558064013202,1580
2558064013202,1614
2558064013202,2065
2558064013202,2074
2558064013202,2145
2558064013202,2650
2558064013202,2762
2558064013202,4031
2558064013202,4176
2558064013202,4601
2558064013202,6172
2558064013203,2009
2558064013203,2058
2558064013203,2650
2558064013203,2694
2558064013203,2699
2558064013203,2729
2558064013203,4832
2558064013203,6172
2558064013204,441
2558064013204,1471
2558064013204,2650
2558064013204,3445
2558064013204,3682
2558064013204,3686
2558064013204,3971
2558064013204,3000506
2558064013205,1419
2558064013205,1425
2558064013205,1428
2558064013205,1429
2558064013206,228
2558064013206,488
2558064013206,2071
2558064013206,3087
2558064013206,3664
2558064013207,496
2558064013207,673
2558064013207,2052
2558064013207,2057
2558064013207,2074
2558064013207,2169
2558064013207,2650
2558064013207,4037
2558064013207,4044
2558064013207,4117
2558064013207,4163
2558064013207,4655
2558064013207,4831
2558064013207,4838
2558064013208,560
2558064013208,1096
2558064013208,1579
2558064013208,1639
2558064013208,2052
2558064013208,2245
2558064013208,2495
2558064013208,2551
2558064013208,3087
2558064013208,3448
2558064013208,3663
2558064013208,4147
2558064013208,4186
2558064013208,4223
2558064013208,4661
2558064013208,5063
2558064013208,5072
2558064013208,5086
2558064013209,174
2558064013209,1258
2558064013209,1453
2558064013209,2105
2558064013209,2483
2558064013209,2650
2558064013209,2729
2558064013209,2762
2558064013209,3685
2558064013209,4047
2558064013209,4106
2558064013209,4435
2558064013209,4658
2558064013210,143
2558064013210,252
2558064013210,319
2558064013210,393
2558064013210,505
2558064013210,559
2558064013210,608
2558064013210,647
2558064013210,1257
2558064013210,1425
2558064013210,1428
2558064013210,1429
2558064013210,1430
2558064013210,1453
2558064013210,1459
2558064013210,1492
2558064013210,1527
2558064013210,1531
2558064013210,1532
2558064013210,1579
2558064013210,1656
2558064013210,1720
2558064013210,1991
2558064013210,2401
2558064013210,2495
2558064013210,2510
2558064013210,2541
2558064013210,2729
2558064013210,2762
2558064013210,3451
2558064013210,3624
2558064013210,3739
2558064013210,3970
2558064013210,3992
2558064013210,4003
2558064013210,4023
2558064013210,4044
2558064013210,4052
2558064013210,4063
2558064013210,4102
2558064013210,4106
2558064013210,4107
2558064013210,4131
2558064013210,4332
2558064013210,4340
2558064013210,4610
2558064013210,4614
2558064013210,4623
2558064013210,4655
2558064013210,6172
2558064013210,12508
2558064013210,3000173
2558064013210,3000254
2558064013210,3000362
2558064013210,3000401
2558064013210,3000449
2558064013211,563
2558064013211,2194
2558064013212,588
2558064013212,597
2558064013212,598
2558064013212,615
2558064013212,620
2558064013212,622
2558064013212,623
2558064013212,624
2558064013212,1508
2558064013212,4801
2558064013213,656
2558064013213,1090
2558064013213,1101
2558064013213,1161
2558064013213,1579
2558064013213,1640
2558064013213,2009
2558064013213,4784
2558064013213,4788
2558064013213,4812
2558064013213,4814
2558064013214,437
2558064013214,1101
2558064013214,2058
2558064013214,2059
2558064013214,2443
2558064013214,2530
2558064013214,3667
2558064013214,4127
2558064013214,4655
2558064013214,5028
2558064013214,3000430
2558064013215,145
2558064013215,156
2558064013215,445
2558064013215,920
2558064013215,1094
2558064013215,2194
2558064013215,2498
2558064013215,3448
2558064013215,3750
2558064013215,4664
2558064013216,177
2558064013216,360
2558064013216,361
2558064013216,954
2558064013216,958
2558064013216,1535
2558064013216,1661
2558064013216,2080
2558064013216,2762
2558064013216,4127
2558064013216,4228
2558064013216,4802
2558064013216,3000081
2558064013217,618
2558064013217,2065
2558064013217,3747
2558064013218,445
2558064013218,644
2558064013218,920
2558064013218,1112
2558064013218,2193
2558064013218,3445
2558064013218,3664
2558064013218,4049
2558064013218,4088
2558064013218,4106
2558064013218,4428
2558064013218,4775
2558064013218,4784
2558064013218,5064
2558064013218,5069
2558064013219,4332
2558064013220,437
2558064013220,1528
2558064013220,1579
2558064013220,1614
2558064013220,2057
2558064013220,2089
2558064013220,2094
2558064013220,2242
2558064013220,2550
2558064013220,2650
2558064013220,3074
2558064013220,3448
2558064013220,3458
2558064013220,3000406
2558064013220,3000416
2558064013221,388
2558064013221,437
2558064013221,1614
2558064013221,2057
2558064013221,3074
2558064013221,3776
2558064013221,6172
2558064013222,3739
2558064013222,5077
2558064013223,1201
2558064013223,2242
2558064013223,2650
2558064013223,3087
2558064013224,559
2558064013224,560
2558064013224,567
2558064013224,569
2558064013224,595
2558064013224,1661
2558064013224,2650
2558064013224,4228
2558064013224,4770
2558064013225,172
2558064013225,644
2558064013225,1428
2558064013225,1429
2558064013225,1472
2558064013225,2066
2558064013225,2650
2558064013225,4340
2558064013225,4341
2558064013226,179
2558064013226,445
2558064013226,622
2558064013226,920
2558064013226,1656
2558064013226,2038
2558064013226,2057
2558064013226,2085
2558064013226,2193
2558064013226,2443
2558064013226,2495
2558064013226,3448
2558064013226,3458
2558064013226,3682
2558064013226,3750
2558064013226,4044
2558064013226,4658
2558064013227,1657
2558064013227,2650
2558064013227,6172
2558064013228,148
2558064013228,1154
2558064013228,1201
2558064013228,2415
2558064013228,4229
2558064013228,3000442
2558064013229,437
2558064013229,480
2558064013229,496
2558064013229,563
2558064013229,2097
2558064013229,4326
2558064013229,4435
2558064013229,4805
2558064013229,4851
2558064013229,6172
2558064013230,621
2558064013230,2650
2558064013230,4801
2558064013231,437
2558064013231,621
2558064013231,669
2558064013231,673
2558064013231,674
2558064013231,684
2558064013231,1248
2558064013231,1266
2558064013231,1564
2558064013231,1579
2558064013231,2080
2558064013231,2245
2558064013231,2295
2558064013231,2302
2558064013231,3087
2558064013231,4106
2558064013232,179
2558064013232,205
2558064013232,476
2558064013232,1423
2558064013232,2242
2558064013232,2650
2558064013232,3971
2558064013232,4338
2558064013232,3000003
2558064013234,488
2558064013234,1580
2558064013234,1673
2558064013234,1687
2558064013234,2556
2558064013234,3672
2558064013234,3674
2558064013234,4129
2558064013234,4315
2558064013234,4613
2558064013234,6172
2558064013234,3000449
2558064013235,141
2558064013235,221
2558064013235,601
2558064013235,621
2558064013235,2065
2558064013235,2074
2558064013235,2109
2558064013235,2470
2558064013235,4333
2558064013235,4337
2558064013235,4601
2558064013235,4801
2558064013236,445
2558064013236,2050
2558064013236,3750
2558064013236,4868
2558064013237,446
2558064013237,447
2558064013237,619
2558064013237,645
2558064013237,662
2558064013237,663
2558064013237,920
2558064013237,1258
2558064013237,1264
2558064013237,1266
2558064013237,1467
2558064013237,1641
2558064013237,2080
2558064013237,2551
2558064013237,3664
2558064013237,4136
2558064013237,4299
2558064013237,4436
2558064013237,4461
2558064013237,6172
2558064013237,3000066
2558064013238,437
2558064013238,438
2558064013238,621
2558064013238,1579
2558064013238,2059
2558064013238,2242
2558064013238,4801
2558064013238,4805
2558064013238,4811
2558064013238,6417
2558064013239,168
2558064013239,207
2558064013239,209
2558064013239,214
2558064013239,216
2558064013239,233
2558064013239,252
2558064013239,480
2558064013239,487
2558064013239,495
2558064013239,503
2558064013239,505
2558064013239,507
2558064013239,559
2558064013239,570
2558064013239,1090
2558064013239,1260
2558064013239,1423
2558064013239,1476
2558064013239,1490
2558064013239,1495
2558064013239,1509
2558064013239,1527
2558064013239,1657
2558064013239,1682
2558064013239,2050
2558064013239,2302
2558064013239,2650
2558064013239,4164
2558064013239,4301
2558064013239,4501
2558064013239,4623
2558064013239,4665
2558064013239,4842
2558064013239,4868
2558064013239,5700
2558064013239,6172
